,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state,total_spent,geolocation_lat,geolocation_lng,spent_rate
6229,461d8e6bf14795ab427805e72cf395aa,5143,sao paulo,SP,360.0,-23.49708599639332,-46.72484557299898,high
1418,c34e8c39987606d262573cdf7fd66330,14860,barrinha,SP,849.99,-21.182360068257925,-48.15822670677218,high
24630,4dae8bfe22f589ac7f8f13566be3b24e,4827,sao paulo,SP,149.99,-23.721403285590664,-46.70056068206479,high
30473,ebc5f2a3e1384df415585c7c3f662abd,35790,curvelo,MG,129.99,-18.744756956577486,-44.45041862816433,high
16284,5dfec95ebaf4dace7a2dc91a397b5535,89012,blumenau,SC,199.0,-26.91366744240868,-49.075175441023696,high
17542,1abff0961240deb9b4da806e4f8b3672,3276,sao paulo,SP,189.99,-23.57909116763807,-46.54788125575627,high
19938,33fde9c9e4c9c62c02224ec7d84cf29b,37968,monte santo de minas,MG,177.9,-21.1920800136134,-46.98009605241138,high
11921,1c3d71e403c34f60c6566d08b451c138,31515,belo horizonte,MG,244.0,-19.82150921426511,-43.96683064016958,high
23904,c0410e26229611f0df33b8736a4051ca,36400,conselheiro lafaiete,MG,154.9,-20.653541574550808,-43.79083732604181,high
8578,ae9aa8f93dbf03449fa4e27c27a51b8f,66613,belem,PA,299.9,-1.4351686532623154,-48.46701297918873,high
18554,684b1800cfc8276eeda8178a2d254adf,11950,cajati,SP,181.01,-24.725498606199103,-48.11036826830713,high
20683,505d2929aded558e9c4ea53ce960b700,59315,ipueira,RN,169.99,-6.815330025901819,-37.199816471318194,high
5484,883519b597f8b066ec374a583020430c,78043,cuiaba,MT,389.70000000000005,-15.584669512986082,-56.10089206079052,high
28022,66ec3b6b238eb0c81b95ff04893518b0,35500,divinopolis,MG,139.9,-20.146615317146374,-44.892591683425806,high
29553,ca68a08b57ed32344b850bfa39dd6814,86604,rolandia,PR,134.9,-23.32035841509884,-51.38586195252106,high
16981,6176d48a6c5db70740b9df017cd143f0,9120,santo andre,SP,195.9,-23.671791943101173,-46.50083247792724,high
23648,bdcd97bbfa0c4547970136445e9ace7c,20040,rio de janeiro,RJ,156.0,-22.906800000000004,-43.176623145421054,high
19861,448d4ea0cf8b28cdf55349b4d5236c35,26020,nova iguacu,RJ,178.0,-22.74138956806041,-43.447926628659445,high
11813,e55254150e99e2adbadca3229db845e1,83412,colombo,PR,247.88,-25.364112926573263,-49.1485038206046,high
15058,cff2e70f7fd43f570fd3ba208bef731e,90450,porto alegre,RS,207.97,-30.02772762392521,-51.1870826147786,high
5600,032b3a42598667caf2e099999b9dc1b9,92030,canoas,RS,387.7,-29.914668849530724,-51.14844143722624,high
23253,e4b1b1760b2ec2f562d98f28d58f31bd,8440,sao paulo,SP,159.0,-23.538638336112843,-46.40901521065842,high
7771,81595fa5eb02beecda64282ad13287f5,3282,sao paulo,SP,320.0,-23.590853517081115,-46.54139756148647,high
31263,10e17c3ae093179bfd1c131eb20d80b9,81730,curitiba,PR,129.49,-25.506504042183643,-49.234914267961294,high
28429,8b4d9feb28e547c327fd4d2a295aeeca,34720,sabara,MG,139.05,-19.84189776177038,-43.8645808345092,high
15537,cb87670fd0cb57edb5d5b8b31386e9a5,26900,miguel pereira,RJ,199.99,-22.44974379200504,-43.47433038872875,high
25062,ca29927a591eaf66ee107a933181c33b,5848,sao paulo,SP,149.9,-23.65685448590773,-46.75778197836609,high
18939,8751335bacaecf6d5c8f30300adc5890,8011,sao paulo,SP,179.98,-23.496403578683147,-46.44510648389983,high
25754,149d5d9046eda328cfe55e73c74af638,21330,rio de janeiro,RJ,149.0,-22.88071189148247,-43.37148510017898,high
18555,ca5825e028f8e9be9b60be025b79a0b5,11473,guaruja,SP,181.01,-23.952112229434544,-46.29111798682828,high
15041,d1d5df8c1c5a2a239bbd30a2b2685f66,14270,santa rosa de viterbo,SP,208.0,-21.492062747451047,-47.38142757064218,high
32359,821f08dc4dc701d18c04761ad21a1359,13825,holambra,SP,125.0,-22.61429565168213,-47.06761188787577,high
16308,a2325193ac2e95b805642e3100f80af3,11630,ilhabela,SP,199.0,-23.83182304604652,-45.37368542232557,high
12181,f7c01c092a59528431442b89e2fb6f1d,17250,bariri,SP,239.9,-22.087700920983718,-48.7476570587839,high
14714,19af2c88e8c0ea187366bb5d82789df6,4165,sao paulo,SP,210.0,-23.62526339938832,-46.606894439350256,high
27370,a83f79a74b05d24420292937741e4c9a,4520,sao paulo,SP,140.9,-23.604641391626693,-46.67157071328416,high
321,f94b83157ce2162d5eabd54f242d6065,96810,santa cruz do sul,RS,1653.0,-29.720993053788824,-52.4277166004204,high
3690,065c54f9c2d4b54d9203c98f4f247089,36088,juiz de fora,MG,510.0,-21.707632298920863,-43.43258214363205,high
375,005226be8d5b972d0f72b4e8a79f322b,22280,rio de janeiro,RJ,1561.0,-22.950922714957603,-43.18739520231989,high
7162,a7ac7e6fb7b2b6670fc5c5c593ac4622,97020,santa maria,RS,335.98,-29.690599035534813,-53.82274321519881,high
22826,09942914169ba768d44c1fcc9605a058,16400,lins,SP,159.9,-21.67955763252355,-49.76205252276527,high
5842,f1440f8518da4d35fbe868fe12d586aa,11431,guaruja,SP,379.0,-23.99777832361936,-46.2767638411045,high
824,2d1fbbd5413f3c6ecc454ad1754a7e42,36774,cataguases,MG,1100.0,-21.381804839381147,-42.69203708672062,high
14389,0064a1b5f5cddd047c987b988a90c8c1,17511,marilia,SP,215.6,-22.181007751312865,-49.963543554532905,high
6067,a2353d74607f052ae9640d3af3b81132,79170,sidrolandia,MS,369.8,-20.937569123176043,-54.96874327509509,high
12725,c94cc56f7dc63e944f6478bdc5eab4e4,12402,pindamonhangaba,SP,230.0,-22.920117405632816,-45.445038284350105,high
22610,ee656a283b87c7587160f80be0469d54,32606,betim,MG,159.9,-19.945696526227707,-44.20447999417161,high
29698,5f71a528cd499352104e0b705a8889e3,75130,anapolis,GO,134.0,-16.372741046960908,-48.96469619050585,high
1021,1883e6f6e7da56b180416cbe13ec15ff,22765,rio de janeiro,RJ,998.0,-22.95634609019567,-43.34674647224308,high
4921,7a380cb5434e6b6b5b37d45bb99dbe8a,9890,sao bernardo do campo,SP,412.79,-23.69676708964741,-46.571862503895126,high
28217,8bc3068714502a076cdc66f2a207bb20,8542,ferraz de vasconcelos,SP,139.89000000000001,-23.517399656673792,-46.37005904079865,high
24273,00f8151e6b5d1b3710527075ef845a88,5466,sao paulo,SP,150.0,-23.550516156818023,-46.71891751803339,high
23479,0e4cb268bd62da7db135af6349b4fc2a,14860,barrinha,SP,157.99,-21.182360068257925,-48.15822670677218,high
9309,086b4f80fd642c19b45ecd7af515cda0,56308,petrolina,PE,289.0,-9.394855973628053,-40.517578168330544,high
25291,5f00de40d47d4d43bf38f0b34f7e694b,30730,belo horizonte,MG,149.9,-19.91627671106245,-43.9842988447112,high
25307,13ac8c71beb3b21064cdc42fe696ec57,3288,sao paulo,SP,149.9,-23.591501276992314,-46.5324646537596,high
23328,cade15256ac18bcaa5cabce3e701c415,51250,recife,PE,158.9,-8.138173275583135,-34.9322264583223,high
13815,b5b2882db888ad0bd26af3bae0873524,9230,santo andre,SP,219.99,-23.61571809769749,-46.53118432278263,high
26022,d098e82023890ae36af4c8ee360102c7,39825,ladainha,MG,149.0,-17.632623946655965,-41.74123438419704,high
8415,ae4063938f4260b2cb76a9c84ff1f0f5,48970,senhor do bonfim,BA,299.99,-10.466645277324735,-40.1859028071156,high
12221,09cf3752fcf1842feecece3973104f34,74934,aparecida de goiania,GO,239.9,-16.766866999999934,-49.313808807999976,high
9096,eda69f0a0907da23f1dc89f9d6fe6877,3660,sao paulo,SP,294.9,-23.523945619221767,-46.50583600788512,high
24000,0cbfef2a5a413995fd2caf018c7a26c8,76520,nova crixas,GO,153.4,-14.099851566228695,-50.331311176566,high
29388,c3293e875ffb1116018edf76d24e52a2,30190,belo horizonte,MG,135.0,-19.921126734952896,-43.94119674937962,high
9769,8cb4a8458ba800f78e1c69126332542e,41100,salvador,BA,279.8,-12.9668746207144,-38.462215490099865,high
8151,a9e4348b76f85861ada324e72dc92aca,78740,rondonopolis,MT,309.89,-16.478957116567617,-54.61738314210284,high
27782,5d8c53cc636f8d4d4a585625da580205,36400,conselheiro lafaiete,MG,139.93,-20.653541574550808,-43.79083732604181,high
1748,f9acaaf53948041869bb52c7eb1e116c,26125,belford roxo,RJ,769.9,-22.728757813992896,-43.40293031275059,high
23592,de53649541ad2006de823720ad65ca77,30330,belo horizonte,MG,157.0,-19.941373330284467,-43.93759243297362,high
19263,d02aef1a1d91578d47ea33fc7cb152dc,75690,caldas novas,GO,179.9,-17.73809306838113,-48.61592058436871,high
10956,b8f77228f32fce5c13df55da21fad23b,38401,uberlandia,MG,258.0,-18.882476025535222,-48.2792850313636,high
18671,ecbd5e5e691f31008f06bd1f89d47da9,1048,sao paulo,SP,180.0,-23.547448918662464,-46.64016924063704,high
25226,3fe3e0d408b68fa56e91134d1fa11b7e,3057,sao paulo,SP,149.9,-23.54257772745109,-46.59338016847479,high
24030,6846382f0e21517bd5c96200def20241,26031,nova iguacu,RJ,153.0,-22.734608440713437,-43.47465894770109,high
19810,b82d8e3a84e9978cb633bd9771a5165b,15350,auriflama,SP,178.9,-20.68604093423175,-50.55347736946949,high
4937,c87a62e76b9ddba752d818984e8ed12f,15990,matao,SP,412.0,-21.600017486814032,-48.36150673633789,high
3274,130c4e26dfc50b7ebf3153c56698f5ef,80420,curitiba,PR,550.0,-25.434899979456432,-49.28320625116862,high
10856,7ca7f24ed15bc0c0dec86eaac5e896a1,35588,arcos,MG,259.0,-20.2892027953416,-45.54189584918567,high
10506,a2bba8861b692b875477c3825aad0629,36240,santos dumont,MG,265.0,-21.45569356598085,-43.53820946789981,high
23323,49c6b1ee895e59043bcd5e2135f08355,65064,sao luis,MA,158.9,-2.5567234890357216,-44.254258910352576,high
26113,d4acb6f4036beae4082d7f9441b9769d,1023,sao paulo,SP,148.9,-23.54260295697964,-46.63094283625709,high
32124,36445bb429c8bb13c3f8cd6794723647,40451,salvador,BA,125.98,-12.940116905536929,-38.49686098450994,high
16025,0697fbaa53cc4ce49707782afb2c17a9,11440,guaruja,SP,199.9,-23.98788982791853,-46.24777699362336,high
5984,23e6034e441adc938c4da65f14aaabd1,29102,vila velha,ES,370.0,-20.37616120906966,-40.30529402401848,high
670,9d12af31b368c64151ba9f2177d4ea2f,20221,rio de janeiro,RJ,1200.0,-22.897098494287192,-43.18844514265111,high
3482,2d9ec110d285f0e7c501933dc7fed4d4,16020,aracatuba,SP,530.0,-21.227203927956285,-50.44413619057769,high
12650,fd370648aac84e9012f60469b6b32aff,70160,brasilia,DF,232.75,-15.800387177373825,-47.86052700741183,high
26310,482441ea6a06b1f72fe9784756c0ea75,5713,sao paulo,SP,148.0,-23.62510448987245,-46.72835260796926,high
30550,9e76f3915edb389c53e9a959ad369793,35519,nova serrana,MG,129.99,-19.870118049590708,-45.00569489878337,high
25366,71869d940bc95136738f7ab1b004716d,55590,ipojuca,PE,149.9,-8.397988170394308,-35.059167248746554,high
12101,edac80abf96da8331ef155162e07afbc,23087,rio de janeiro,RJ,239.99,-22.882747506780664,-43.55197219900165,high
30673,3c464d1867af52329a4980e916b09193,15130,mirassol,SP,129.9,-20.806068345905757,-49.50314249273567,high
19078,54361701431de80e51a01cfb94636082,18055,sorocaba,SP,179.9,-23.489741556206333,-47.509921178602326,high
27708,22b05429f5f6165b033dd8ee7cee1150,37701,pocos de caldas,MG,139.98,-21.79104335195045,-46.56244368105504,high
30993,cbbeff6b693e69511cf9d059f4b71036,14403,franca,SP,129.9,-20.54822779974972,-47.395897060007975,high
14698,c65ad99adaa9d65cd3599d031c7921c5,2978,sao paulo,SP,210.0,-23.473930735501163,-46.70723237858496,high
20981,2c92ae7e6fe404b100ce9b1416ca103a,38180,araxa,MG,169.9,-19.571949757891144,-46.955418278639776,high
12174,2c1e7c176d0336a1466da99b3c75d678,18560,ipero,SP,239.9,-23.35277010388912,-47.69201207255984,high
45,2ae8173a688e326821403a5b7a6858c2,37010,varginha,MG,2999.89,-21.555063222033205,-45.44759883066788,high
2402,5f495072a4faeb10bcec0d9a6fa316eb,79118,campo grande,MS,649.9,-20.438625865398983,-54.622625500144224,high
11872,1d35875db271f1136229a00875a415b5,30330,belo horizonte,MG,245.8,-19.941373330284467,-43.93759243297362,high
16877,cc8012f5e2a7535705ac219332d54092,35767,jequitiba,MG,197.0,-19.23775671269226,-44.02604803868425,high
14032,aa3e4c63f6a40214fb38928da5b8e515,4244,sao paulo,SP,219.9,-23.62637238995326,-46.591222599226704,high
10162,139e1ff1cc3736d18d31c21a7e338105,8072,sao paulo,SP,269.99,-23.48618566157444,-46.46171801285908,high
20062,f79b2ebd29ffe1d8d9b6f1dc7736ecdf,4855,sao paulo,SP,175.99,-23.7716282231164,-46.68156962761963,high
26702,f257d52f508db8a759f842cd826f6945,82560,curitiba,PR,145.0,-25.398981180227207,-49.24692992975385,high
27228,22ea0db15bbece729a39dccd60acea9f,88803,criciuma,SC,142.9,-28.692420266801093,-49.38370589578162,high
29534,f78c08243f34eaab3dc99f8401bc66f4,13940,aguas de lindoia,SP,134.9,-22.47745636162787,-46.63246689302295,high
1137,858ec48dbaddd52e729e8acdc8d2d108,69313,boa vista,RR,949.9,2.8175952424471613,-60.72869887557876,high
9894,fa25a967ced9ffc6dfd56f9dc9ecd99b,96230,santa vitoria do palmar,RS,278.0,-33.525600570674555,-53.366420074758125,high
15033,1a2ede4e787ad199c46719ecb02d81ea,2512,sao paulo,SP,208.24,-23.512629226758584,-46.66287840966009,high
5373,f4e625382a194ac38751d8267c38977b,54280,jaboatao dos guararapes,PE,395.0,-8.113140872999963,-34.97289999999998,high
1768,755bd86af4572db680ae4004e152298a,20530,rio de janeiro,RJ,760.0,-22.946235476802045,-43.25548301751381,high
7029,23f94b4e71dbf164332155f46fdd7dc1,4115,sao paulo,SP,339.9,-23.589946477927217,-46.62867111226845,high
20427,4ed0d05aace22bfec857e1f442d05e93,75925,castelandia,GO,172.0,-18.090976503519045,-50.225451480484125,high
1294,666386eb0e7af19ef3df140e515d21e8,54460,jaboatao dos guararapes,PE,890.0,-8.158096966695249,-34.91654940852523,high
26499,5c82413b70d65c90e4f9e465c303fc82,85660,dois vizinhos,PR,146.39999999999998,-25.74389872497068,-53.05434104666583,high
2759,b87410baa7a6aa6fa56a5eaa52ff2ffd,90510,porto alegre,RS,599.65,-30.023609543424392,-51.19870083527613,high
10036,3ab0de2ef0b0d180a42a233eb350c570,21660,rio de janeiro,RJ,274.0,-22.842986588696125,-43.37442676618174,high
16765,7b061d705210e0272a67e32c3cb124f6,14200,sao simao,SP,198.0,-21.47587505746344,-47.55665094604657,high
3921,ce13dd61da229832cd0d6099e15896f2,48905,juazeiro,BA,497.99,-9.41607599375542,-40.49660607987629,high
27623,a6b44587e9ee322a9dc6e8b6adb1a3be,5019,sao paulo,SP,139.99,-23.53594113405276,-46.68319567361068,high
30616,35fecbfa56f7aad0e3c1e8c639709ebf,9715,sao bernardo do campo,SP,129.9,-23.71457923606073,-46.54581156219319,high
9734,434c24725eef12f24e265ec01b1fb7da,56820,caraiba,PE,279.9,-7.804819300716695,-37.79330909824093,high
11843,460aa5bf21f70b578ac7a997483cc275,11470,guaruja,SP,246.62,-23.986892232474155,-46.26936761080536,high
2779,14611de7b557b6e01c1552f6b406d4e3,24320,niteroi,RJ,599.0,-22.89645795213912,-43.03893969749144,high
23006,0df829a42053ce2fe8f54971db6ce80a,62340,frecheirinha,CE,159.77,-3.75967384362855,-40.81892595908332,high
28586,0d8696c6a5acf0374e17b9a0a59e1296,5057,sao paulo,SP,139.0,-23.53179206858425,-46.7062335,high
22873,00bd194837f2ad36d45985a6205df78a,4405,sao paulo,SP,159.9,-23.67363493259273,-46.65599164613879,high
187,8f86544c8854a0d0b347511a24981b77,16403,lins,SP,1989.0,-21.697048432542783,-49.746439248588445,high
31108,6ea55f78e7f208fc83ab0c64d5fa74c7,68445,barcarena,PA,129.9,-1.5071125078676977,-48.62143344402136,high
1221,8ee2c847e37f60f23bac367ca01264de,89801,chapeco,SC,899.0,-27.106398057114777,-52.611720735721306,high
7804,5b6d9e07623d590dc2bca9d345e04072,99050,passo fundo,RS,319.97,-28.240763676781484,-52.380996013740216,high
17673,3d5828dbc0f8025a48f9ebf72b223919,36201,barbacena,MG,189.9,-21.230927487768454,-43.79341425698508,high
7314,4d0e78f8c401beeb7be2c0e8cd6acb92,35668,conceicao do para,MG,330.0,-19.7534115,-44.89628400000001,high
53,5599df2eeb9e2e4f377db24e09cb976f,3813,sao paulo,SP,2874.0,-23.48668357540144,-46.46746268716547,high
22429,2abd0f22de522dbcc7adc9ba8982e406,7176,guarulhos,SP,159.99,-23.40949927477061,-46.39656594240867,high
25217,1cfd75e7861bdde8e30ad27fedc4da1a,49480,simao dias,SE,149.9,-10.745473500000005,-37.79926425000001,high
15633,dd6df6bc626f435236526c7f50b43d26,12940,atibaia,SP,199.99,-23.112774381969185,-46.5488845105504,high
4936,586d32cffd97a4d05c2c315430ad73d0,35020,governador valadares,MG,412.0,-18.866806178364502,-41.94052973019697,high
22524,ea3e8c190f5c875ba2c4bd077c6459e6,29903,linhares,ES,159.98,-19.38662465049386,-40.05577521121764,high
481,a1a1c5083998a1ed55698a1b0d005def,22410,rio de janeiro,RJ,1390.55,-22.98474248211083,-43.19586486663974,high
10267,6204c4e582a95b6a350adf6988623bfb,13720,sao jose do rio pardo,SP,269.86,-21.592175195884263,-46.89389599036144,high
26134,d2855673998c8444d6545903f0f3b727,26087,nova iguacu,RJ,148.9,-22.71242123107117,-43.51886527337452,high
31421,5b9b3022d82b12bdc1e52267db0b0f79,20560,rio de janeiro,RJ,129.0,-22.918809812943557,-43.26535370468581,high
2749,ee6e503dca5ecf649eabee92d446ecf8,68740,castanhal,PA,599.7,-1.295270747671003,-47.92742500328391,high
7581,d9ab7abb45dca4b0d1b5278aa9df7eb4,20720,rio de janeiro,RJ,325.49,-22.907125456287147,-43.29187014002536,high
12845,19e465b2425e224ecd1105cc34d2576b,29144,cariacica,ES,229.99,-20.34772332683229,-40.397237936135625,high
11301,6226735364f81ba783e917c9b4b941f7,86770,santa fe,PR,250.0,-23.03861316010124,-51.81120701080037,high
32096,b7e7d79e60698154351d82eff532510b,45028,vitoria da conquista,BA,126.0,-14.859266906639837,-40.817382610599694,high
3393,d0444d99c8704548c21aaac16c39ec71,13274,valinhos,SP,539.9,-22.96262568971205,-46.97869548506475,high
27677,3adb89c8918317ba441b75703f2b624d,6233,osasco,SP,139.99,-23.51236148932418,-46.78486267055226,high
14094,0805efe58062ce26f6f02ff0e4eae23c,4004,sao paulo,SP,219.22,-23.57165583150985,-46.6444768780869,high
23730,e30e0e57e66477dad963535b38974023,13015,campinas,SP,155.9,-22.90124134639356,-47.05512845102415,high
22611,facac929f754f0e031a177cc7901fd46,58025,joao pessoa,PB,159.9,-7.113009226210328,-34.86325656523737,high
20018,b7da10f6d11e0b62cddf30186578200d,95703,bento goncalves,RS,176.99,-29.16026705184501,-51.50783498069227,high
12989,91a118239ebf65d409d77e48041e1192,5791,sao paulo,SP,229.9,-23.64976236303304,-46.782368874545575,high
1620,eb9829b9e4003dcb7ffe5a6fb98682a1,81240,curitiba,PR,799.0,-25.473152975849757,-49.3401535732588,high
19630,fdbe9abd8e36c2606144570edc51b24f,4676,sao paulo,SP,179.0,-23.667425878313043,-46.68567454056232,high
6440,414c84ad495003b943019c464580f531,78200,caceres,MT,355.79,-16.085822367663457,-57.696735618862974,high
19031,5dee7715eb91b43858f8de5822cd8eb7,12970,piracaia,SP,179.9,-23.05588544094924,-46.35910657270963,high
27599,6db237ce2f0442b62f401b0939ee970d,5203,sao paulo,SP,139.99,-23.406404972243077,-46.74298263197527,high
16446,39770fc7837a83d777b1ebda2874405e,23092,rio de janeiro,RJ,199.0,-22.869434839575295,-43.55443024078128,high
24333,40ef550e0b3f422a37e90f82f00d7261,26173,belford roxo,RJ,150.0,-22.7327171059093,-43.36105022505727,high
7391,85969eb3a76c0092a0b5670fbc715cf5,95890,teutonia,RS,329.9,-29.513654924818667,-51.810979665661065,high
17702,61c580679c31243a6cab6513a96b1b23,13450,santa barbara d'oeste,SP,189.9,-22.760477687572443,-47.41281121951772,high
30519,da32259718bf3378cfb7d70b65f9aa39,75860,quirinopolis,GO,129.99,-18.456132837578057,-50.45264691362931,high
18549,2e87695ef69b7236c17c1f1e021ed36a,92500,guaiba,RS,181.5,-30.11082611949453,-51.36376683789562,high
29395,745b43c8daa7a1dfd4a15cd2f436fecd,13212,jundiai,SP,135.0,-23.151712385018914,-46.97128780668247,high
22651,b6ac8f7081ecad74edc6fd85aed8024c,72215,brasilia,DF,159.9,-15.835597199219697,-48.08955883011609,high
26303,425b3989e06f90e51154ca6f6e375d9f,5763,sao paulo,SP,148.0,-23.642000682560305,-46.760385963274885,high
24149,43069068a21981fedb72d1985fc81616,13343,indaiatuba,SP,151.9,-23.102451439638717,-47.20594429294824,high
4679,146f4256a3f10b6522215a138d9ac678,90640,porto alegre,RS,429.0,-30.063072457672124,-51.20322268985506,high
28426,45abc8252dcb9cda25854cebe5bca854,28230,sao francisco de itabapoana,RJ,139.2,-21.4795193189133,-41.10923999356295,high
6482,5bd86f8bd79bd3de2c99a5af1699b6a1,29620,itarana,ES,350.96999999999997,-19.923878999999943,-40.86198349999995,high
10820,216ab90e27f18940cfac8f9f02fb4239,12246,sao jose dos campos,SP,259.8,-23.221587583126546,-45.90665169219235,high
11735,7f3dfd894190e75971209dc602e43cb4,6550,pirapora do bom jesus,SP,248.99,-23.4147842109558,-46.9744489453111,high
24179,5edad4bb9c693e86e16632b7912e78ed,2432,sao paulo,SP,151.8,-23.486717629753585,-46.63536318304573,high
16479,32863ce9d466062692824a43bfa65de1,80050,curitiba,PR,199.0,-25.439106561486454,-49.23689875714125,high
8748,41c9b35f67c54295f3dc8f3932596421,13300,itu,SP,299.0,-23.27105086011885,-47.30173375047615,high
31338,e6e94eb538899b65ef8b6d8258b65998,22411,rio de janeiro,RJ,129.0,-22.98123150764605,-43.20143111518263,high
1012,222543b13fefc85279037e682dc320ce,64016,teresina,PI,999.0,-5.098783663015884,-42.7970712687556,high
13073,000de6019bb59f34c099a907c151d855,11612,sao sebastiao,SP,229.8,-23.826105,-45.43580295614292,high
18089,bc1fe0dfd08f7ccb85f9ed22f7f4c737,2510,sao paulo,SP,188.9,-23.51370739463197,-46.65262935449776,high
24571,db0ac423fcf1edfb392a54292556c027,5849,sao paulo,SP,149.99,-23.651114842510157,-46.75521082321932,high
2606,b9b4ef29650e6efa53f6937789c9027e,5885,sao paulo,SP,618.0,-23.680098,-46.78833855164511,high
32300,30d3fd552bd0b4cb22920338b0d8d353,3344,sao paulo,SP,125.0,-23.56490513488948,-46.56772961365344,high
10588,02f3f4574ac77170d5846d6a1a3be5e8,40285,salvador,BA,261.0,-12.985620726066106,-38.49167649249818,high
13358,b74c0ed048a088235713d943174eae10,15993,matao,SP,225.9,-21.620926571469777,-48.37110369219234,high
18848,db5fef9a80719fb3c4417aac6f847ab8,64860,urucui,PI,179.99,-7.231252710248777,-44.55382689252074,high
32259,3bb3f8de4b2eafd58fd4044fde6fb1c0,4458,sao paulo,SP,125.0,-23.691255150152926,-46.67608763849617,high
4672,7a197f277ebc82f12c9ff331f1862d1a,56903,serra talhada,PE,429.9,-7.98942972126217,-38.28899319677021,high
5710,cec2d86889f4d9a19aeec4c8d4e1beae,7232,guarulhos,SP,380.0,-23.467303561198,-46.46382867860234,high
4388,da8f0f2f07d0c1375b8ada19d670d09f,2451,sao paulo,SP,449.9,-23.50032232672679,-46.64104366534537,high
20412,14d46ad43ae7e3cd6944258b9840373b,49509,itabaiana,SE,172.3,-10.689898500000002,-37.44419625000001,high
1093,25e66904e50c1ee0399ee12e18678945,25635,petropolis,RJ,969.0,-22.53135181277938,-43.17259695662331,high
3770,2ac9a6cc35deffde6039785e5c81573e,72504,brasilia,DF,499.99,-16.034067536776195,-48.027801160514784,high
13772,af75831d1982e9fd6d6820b4ad41d523,95760,sao sebastiao do cai,RS,219.99,-29.58683498929656,-51.37159365059727,high
7708,954fdffd5726e2dd4d32ed2c2bac699e,60345,fortaleza,CE,323.18,-3.7209784794979472,-38.59951474462766,high
21021,a0ba81a173a840b902e90b3574d41646,3019,sao paulo,SP,169.9,-23.524334088810686,-46.60849704258767,high
27605,7a1e2d8f00a9a9bc9941c2798fd1d3d8,17026,bauru,SP,139.99,-22.296469236850484,-49.03471065377948,high
10731,f341780a74adb200c79df0cb43c23311,28907,cabo frio,RJ,259.9,-22.87819893069184,-42.0153349507779,high
29030,bf1a42f47854cad6089f2c1eb4fc9165,76983,vilhena,RO,137.77,-12.720337599647348,-60.14130044185344,high
4035,6c6b99ae4fface034398d28f5a4c820d,20270,rio de janeiro,RJ,485.9,-22.920104850395337,-43.22138202997862,high
22921,4e39429218dac10ad4e57dafee3d92d4,13486,limeira,SP,159.89,-22.568907864569766,-47.37619564683011,high
4687,c1d43ef6f70aff50201a1b882176a346,74936,aparecida de goiania,GO,429.0,-16.764070999999944,-49.29423866599996,high
28859,b98ab146a7182273ff26de43f0cea7fc,38750,presidente olegario,MG,138.0,-18.415537018784622,-46.417114857557685,high
5404,9b716d49aa30d57793971923eb4cc079,4344,sao paulo,SP,391.87,-23.63637884984708,-46.64459995420968,high
14431,1dcb5d5ef53c05ddf491665906f2f032,72930,alexania,GO,215.0,-16.07894583238036,-48.51634933675774,high
11508,c29405183182ce277b873efcc3eefa7b,91450,porto alegre,RS,249.9,-30.047581192965318,-51.13461203217546,high
13906,517bea4cbdea6b1002177c69de0fd39d,4349,sao paulo,SP,219.9,-23.64750993282939,-46.64190548626578,high
9301,c5da6424f1f5decedef8672a1a0103e1,88350,brusque,SC,289.49,-27.12100682014913,-48.94116396455869,high
26596,94650d7da383e068577b1660616d3372,4635,sao paulo,SP,145.9,-23.64090150541207,-46.67021054334753,high
11502,7943a1e0ab1e19116a165c92dd02c37a,65268,cururupu,MA,249.9,-1.82421581763175,-44.866115174437375,high
11702,23775069a10e6814ab83bf3133979f76,97010,santa maria,RS,249.0,-29.686990820416717,-53.81325546364473,high
26033,c72d81c8f4613f0a6656561867e1d91e,4521,sao paulo,SP,149.0,-23.877859500000003,-46.659051000000005,high
17006,637561615a7544f92bfe993006dde77b,74850,goiania,GO,195.9,-16.727429643071382,-49.23664862704604,high
13214,a5220ad96e5091d849093cbd979ceb13,54410,jaboatao dos guararapes,PE,229.0,-8.109694987159566,-35.02240163663283,high
17034,78619698bdaf96e23374133380aad18f,20031,rio de janeiro,RJ,195.3,-22.91064096725142,-43.17650983181368,high
3306,b91c400abb5a94fabc5161b214964eca,37701,pocos de caldas,MG,549.9,-21.79104335195045,-46.56244368105504,high
29834,027e682a11d8db5a162f01e1b59700cb,95190,sao marcos,RS,132.9,-28.9654729747681,-51.04802612381615,high
17461,61baa5b648de033dc4fb874199efc3a3,1523,sao paulo,SP,190.0,-23.56366379462169,-46.61929091188178,high
15224,38d09f8349a7f12fb75f41311b775cef,5642,sao paulo,SP,205.0,-23.623916838161666,-46.73498586969815,high
8967,4cab3a4accd065e1fa9a51b42e405676,36200,barbacena,MG,298.0,-21.232267920465752,-43.77002363272546,high
17764,e689a904f43c9bbc5482b024074eb10d,41720,salvador,BA,189.9,-12.973746698857436,-38.43905887177561,high
23503,0a4a27582bac544f8c49b08bb4da0207,56163,parnamirim,PE,157.9,-8.0894929031627,-39.57794366732601,high
17731,b33ab8755cd35552942225232a9a8849,68906,macapa,AP,189.9,0.027502444816341,-51.12354024723783,high
28658,e00cd514464e677a426819a99c2846f0,13275,valinhos,SP,139.0,-22.9865591766809,-46.98871848455929,high
